Time_Index,GT_1,CCGT_1,Coal_pp_1,Biomass_1,GBPV_1,RoofPV_1,Onshore_WT_1,Fuel_Cell_1,GT_2,CCGT_2,Coal_pp_2,Biomass_2,GBPV_2,RoofPV_2,Onshore_WT_2,Fuel_Cell_2,GT_3,CCGT_3,Coal_pp_3,Biomass_3,GBPV_3,RoofPV_3,Onshore_WT_3,Fuel_Cell_3
2770,0.92,0.95,0.88,0.82,0.64235,0.64235,0.199,1,0.92,0.95,0.88,0.82,0.66289,0.66289,0.242,1,0.92,0.95,0.88,0.82,0.53097,0.53097,0.164,1
2771,0.92,0.95,0.88,0.82,0.64344,0.64344,0.259,1,0.92,0.95,0.88,0.82,0.73789,0.73789,0.279,1,0.92,0.95,0.88,0.82,0.55772,0.55772,0.171,1
2772,0.92,0.95,0.88,0.82,0.72056,0.72056,0.323,1,0.92,0.95,0.88,0.82,0.69495,0.69495,0.304,1,0.92,0.95,0.88,0.82,0.49726,0.49726,0.17,1
2773,0.92,0.95,0.88,0.82,0.57791,0.57791,0.365,1,0.92,0.95,0.88,0.82,0.67092,0.67092,0.332,1,0.92,0.95,0.88,0.82,0.43542,0.43542,0.171,1
2774,0.92,0.95,0.88,0.82,0.35872,0.35872,0.376,1,0.92,0.95,0.88,0.82,0.49756,0.49756,0.362,1,0.92,0.95,0.88,0.82,0.15324,0.15324,0.179,1
2775,0.92,0.95,0.88,0.82,0.1703,0.1703,0.357,1,0.92,0.95,0.88,0.82,0.20347,0.20347,0.387,1,0.92,0.95,0.88,0.82,0.0894,0.0894,0.186,1
2776,0.92,0.95,0.88,0.82,0.09037,0.09037,0.312,1,0.92,0.95,0.88,0.82,0.11075,0.11075,0.383,1,0.92,0.95,0.88,0.82,0.11778,0.11778,0.177,1
2777,0.92,0.95,0.88,0.82,0.09091,0.09091,0.256,1,0.92,0.95,0.88,0.82,0.05416,0.05416,0.346,1,0.92,0.95,0.88,0.82,0.14586,0.14586,0.137,1
2778,0.92,0.95,0.88,0.82,0.07288,0.07288,0.231,1,0.92,0.95,0.88,0.82,0.04711,0.04711,0.307,1,0.92,0.95,0.88,0.82,0.1061,0.1061,0.133,1
2779,0.92,0.95,0.88,0.82,0.02039,0.02039,0.228,1,0.92,0.95,0.88,0.82,0.02017,0.02017,0.305,1,0.92,0.95,0.88,0.82,0.01999,0.01999,0.158,1
2780,0.92,0.95,0.88,0.82,0,0,0.237,1,0.92,0.95,0.88,0.82,0,0,0.311,1,0.92,0.95,0.88,0.82,0,0,0.182,1
2781,0.92,0.95,0.88,0.82,0,0,0.244,1,0.92,0.95,0.88,0.82,0,0,0.303,1,0.92,0.95,0.88,0.82,0,0,0.172,1
2782,0.92,0.95,0.88,0.82,0,0,0.258,1,0.92,0.95,0.88,0.82,0,0,0.292,1,0.92,0.95,0.88,0.82,0,0,0.15,1
2783,0.92,0.95,0.88,0.82,0,0,0.261,1,0.92,0.95,0.88,0.82,0,0,0.265,1,0.92,0.95,0.88,0.82,0,0,0.109,1
2784,0.92,0.95,0.88,0.82,0,0,0.238,1,0.92,0.95,0.88,0.82,0,0,0.228,1,0.92,0.95,0.88,0.82,0,0,0.06,1
2785,0.92,0.95,0.88,0.82,0,0,0.23,1,0.92,0.95,0.88,0.82,0,0,0.182,1,0.92,0.95,0.88,0.82,0,0,0.032,1
2786,0.92,0.95,0.88,0.82,0,0,0.234,1,0.92,0.95,0.88,0.82,0,0,0.177,1,0.92,0.95,0.88,0.82,0,0,0.021,1
2787,0.92,0.95,0.88,0.82,0,0,0.202,1,0.92,0.95,0.88,0.82,0,0,0.173,1,0.92,0.95,0.88,0.82,0,0,0.013,1
2788,0.92,0.95,0.88,0.82,0,0,0.184,1,0.92,0.95,0.88,0.82,0,0,0.165,1,0.92,0.95,0.88,0.82,0,0,0.01,1
2789,0.92,0.95,0.88,0.82,0,0,0.194,1,0.92,0.95,0.88,0.82,0,0,0.168,1,0.92,0.95,0.88,0.82,0,0,0.013,1
2790,0.92,0.95,0.88,0.82,0.01319,0.01319,0.173,1,0.92,0.95,0.88,0.82,0.00692,0.00692,0.166,1,0.92,0.95,0.88,0.82,0.00771,0.00771,0.013,1
2791,0.92,0.95,0.88,0.82,0.02463,0.02463,0.149,1,0.92,0.95,0.88,0.82,0.02602,0.02602,0.154,1,0.92,0.95,0.88,0.82,0.02298,0.02298,0.011,1
2792,0.92,0.95,0.88,0.82,0.19431,0.19431,0.124,1,0.92,0.95,0.88,0.82,0.18936,0.18936,0.128,1,0.92,0.95,0.88,0.82,0.18926,0.18926,0.009,1
2793,0.92,0.95,0.88,0.82,0.10735,0.10735,0.103,1,0.92,0.95,0.88,0.82,0.11075,0.11075,0.086,1,0.92,0.95,0.88,0.82,0.35554,0.35554,0.007,1
2794,0.92,0.95,0.88,0.82,0.36212,0.36212,0.075,1,0.92,0.95,0.88,0.82,0.34027,0.34027,0.051,1,0.92,0.95,0.88,0.82,0.46559,0.46559,0.009,1
2795,0.92,0.95,0.88,0.82,0.44163,0.44163,0.039,1,0.92,0.95,0.88,0.82,0.38472,0.38472,0.026,1,0.92,0.95,0.88,0.82,0.50089,0.50089,0.029,1
2796,0.92,0.95,0.88,0.82,0.4691,0.4691,0.012,1,0.92,0.95,0.88,0.82,0.38853,0.38853,0.01,1,0.92,0.95,0.88,0.82,0.41288,0.41288,0.04,1
2797,0.92,0.95,0.88,0.82,0.54704,0.54704,0.005,1,0.92,0.95,0.88,0.82,0.32452,0.32452,0.004,1,0.92,0.95,0.88,0.82,0.4588,0.4588,0.039,1
2798,0.92,0.95,0.88,0.82,0.61888,0.61888,0.003,1,0.92,0.95,0.88,0.82,0.17443,0.17443,0.003,1,0.92,0.95,0.88,0.82,0.23488,0.23488,0.029,1
2799,0.92,0.95,0.88,0.82,0.1756,0.1756,0.002,1,0.92,0.95,0.88,0.82,0.16445,0.16445,0.004,1,0.92,0.95,0.88,0.82,0.26618,0.26618,0.022,1
2800,0.92,0.95,0.88,0.82,0.19035,0.19035,0.002,1,0.92,0.95,0.88,0.82,0.30176,0.30176,0.003,1,0.92,0.95,0.88,0.82,0.28222,0.28222,0.021,1
2801,0.92,0.95,0.88,0.82,0.16424,0.16424,0.002,1,0.92,0.95,0.88,0.82,0.21607,0.21607,0.002,1,0.92,0.95,0.88,0.82,0.21731,0.21731,0.015,1
2802,0.92,0.95,0.88,0.82,0.09619,0.09619,0.003,1,0.92,0.95,0.88,0.82,0.08104,0.08104,0.002,1,0.92,0.95,0.88,0.82,0.09559,0.09559,0.005,1
2803,0.92,0.95,0.88,0.82,0.0254,0.0254,0.006,1,0.92,0.95,0.88,0.82,0.01552,0.01552,0.003,1,0.92,0.95,0.88,0.82,0.02037,0.02037,0.008,1
2804,0.92,0.95,0.88,0.82,0,0,0.011,1,0.92,0.95,0.88,0.82,0,0,0.007,1,0.92,0.95,0.88,0.82,0,0,0.012,1
2805,0.92,0.95,0.88,0.82,0,0,0.017,1,0.92,0.95,0.88,0.82,0,0,0.016,1,0.92,0.95,0.88,0.82,0,0,0.024,1
2806,0.92,0.95,0.88,0.82,0,0,0.029,1,0.92,0.95,0.88,0.82,0,0,0.045,1,0.92,0.95,0.88,0.82,0,0,0.04,1
2807,0.92,0.95,0.88,0.82,0,0,0.039,1,0.92,0.95,0.88,0.82,0,0,0.088,1,0.92,0.95,0.88,0.82,0,0,0.057,1
2808,0.92,0.95,0.88,0.82,0,0,0.056,1,0.92,0.95,0.88,0.82,0,0,0.124,1,0.92,0.95,0.88,0.82,0,0,0.065,1
2809,0.92,0.95,0.88,0.82,0,0,0.079,1,0.92,0.95,0.88,0.82,0,0,0.142,1,0.92,0.95,0.88,0.82,0,0,0.06,1
2810,0.92,0.95,0.88,0.82,0,0,0.104,1,0.92,0.95,0.88,0.82,0,0,0.144,1,0.92,0.95,0.88,0.82,0,0,0.06,1
2811,0.92,0.95,0.88,0.82,0,0,0.123,1,0.92,0.95,0.88,0.82,0,0,0.141,1,0.92,0.95,0.88,0.82,0,0,0.06,1
2812,0.92,0.95,0.88,0.82,0,0,0.098,1,0.92,0.95,0.88,0.82,0,0,0.123,1,0.92,0.95,0.88,0.82,0,0,0.044,1
2813,0.92,0.95,0.88,0.82,0,0,0.084,1,0.92,0.95,0.88,0.82,0,0,0.089,1,0.92,0.95,0.88,0.82,0,0,0.027,1
2814,0.92,0.95,0.88,0.82,0.01619,0.01619,0.064,1,0.92,0.95,0.88,0.82,0.00588,0.00588,0.061,1,0.92,0.95,0.88,0.82,0.01279,0.01279,0.009,1
2815,0.92,0.95,0.88,0.82,0.09163,0.09163,0.049,1,0.92,0.95,0.88,0.82,0.03978,0.03978,0.044,1,0.92,0.95,0.88,0.82,0.05273,0.05273,0.006,1
2816,0.92,0.95,0.88,0.82,0.19311,0.19311,0.038,1,0.92,0.95,0.88,0.82,0.20022,0.20022,0.035,1,0.92,0.95,0.88,0.82,0.19087,0.19087,0.005,1
2817,0.92,0.95,0.88,0.82,0.14656,0.14656,0.031,1,0.92,0.95,0.88,0.82,0.15474,0.15474,0.034,1,0.92,0.95,0.88,0.82,0.1298,0.1298,0.005,1
2818,0.92,0.95,0.88,0.82,0.15785,0.15785,0.028,1,0.92,0.95,0.88,0.82,0.1415,0.1415,0.039,1,0.92,0.95,0.88,0.82,0.18734,0.18734,0.005,1
2819,0.92,0.95,0.88,0.82,0.14788,0.14788,0.025,1,0.92,0.95,0.88,0.82,0.13703,0.13703,0.037,1,0.92,0.95,0.88,0.82,0.1492,0.1492,0.005,1
2820,0.92,0.95,0.88,0.82,0.19561,0.19561,0.018,1,0.92,0.95,0.88,0.82,0.21056,0.21056,0.029,1,0.92,0.95,0.88,0.82,0.19937,0.19937,0.004,1
2821,0.92,0.95,0.88,0.82,0.26649,0.26649,0.008,1,0.92,0.95,0.88,0.82,0.30135,0.30135,0.019,1,0.92,0.95,0.88,0.82,0.34173,0.34173,0.002,1
2822,0.92,0.95,0.88,0.82,0.42546,0.42546,0.004,1,0.92,0.95,0.88,0.82,0.36593,0.36593,0.013,1,0.92,0.95,0.88,0.82,0.4188,0.4188,0.001,1
2823,0.92,0.95,0.88,0.82,0.56856,0.56856,0.003,1,0.92,0.95,0.88,0.82,0.41631,0.41631,0.01,1,0.92,0.95,0.88,0.82,0.45537,0.45537,0.001,1
2824,0.92,0.95,0.88,0.82,0.4193,0.4193,0.002,1,0.92,0.95,0.88,0.82,0.43231,0.43231,0.007,1,0.92,0.95,0.88,0.82,0.35944,0.35944,0,1
2825,0.92,0.95,0.88,0.82,0.24021,0.24021,0.001,1,0.92,0.95,0.88,0.82,0.3019,0.3019,0.003,1,0.92,0.95,0.88,0.82,0.23469,0.23469,0,1
2826,0.92,0.95,0.88,0.82,0.1189,0.1189,0,1,0.92,0.95,0.88,0.82,0.1355,0.1355,0,1,0.92,0.95,0.88,0.82,0.11669,0.11669,0,1
2827,0.92,0.95,0.88,0.82,0.02793,0.02793,0,1,0.92,0.95,0.88,0.82,0.03053,0.03053,0,1,0.92,0.95,0.88,0.82,0.02542,0.02542,0,1
2828,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1
2829,0.92,0.95,0.88,0.82,0,0,0.001,1,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1
2830,0.92,0.95,0.88,0.82,0,0,0.001,1,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1
2831,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1
2832,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1
2833,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1
2834,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0.001,1,0.92,0.95,0.88,0.82,0,0,0,1
2835,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0.001,1,0.92,0.95,0.88,0.82,0,0,0,1
2836,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0.001,1,0.92,0.95,0.88,0.82,0,0,0,1
2837,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1
2838,0.92,0.95,0.88,0.82,0.00648,0.00648,0,1,0.92,0.95,0.88,0.82,0.0114,0.0114,0,1,0.92,0.95,0.88,0.82,0.01181,0.01181,0,1
2839,0.92,0.95,0.88,0.82,0.05793,0.05793,0,1,0.92,0.95,0.88,0.82,0.06274,0.06274,0,1,0.92,0.95,0.88,0.82,0.06345,0.06345,0,1
2840,0.92,0.95,0.88,0.82,0.15754,0.15754,0,1,0.92,0.95,0.88,0.82,0.17117,0.17117,0,1,0.92,0.95,0.88,0.82,0.18357,0.18357,0,1
2841,0.92,0.95,0.88,0.82,0.2354,0.2354,0,1,0.92,0.95,0.88,0.82,0.31407,0.31407,0,1,0.92,0.95,0.88,0.82,0.2487,0.2487,0,1
2842,0.92,0.95,0.88,0.82,0.31794,0.31794,0,1,0.92,0.95,0.88,0.82,0.46414,0.46414,0,1,0.92,0.95,0.88,0.82,0.17804,0.17804,0,1
2843,0.92,0.95,0.88,0.82,0.23034,0.23034,0,1,0.92,0.95,0.88,0.82,0.58154,0.58154,0,1,0.92,0.95,0.88,0.82,0.15129,0.15129,0,1
2844,0.92,0.95,0.88,0.82,0.24372,0.24372,0,1,0.92,0.95,0.88,0.82,0.5095,0.5095,0.002,1,0.92,0.95,0.88,0.82,0.18547,0.18547,0,1
2845,0.92,0.95,0.88,0.82,0.25093,0.25093,0,1,0.92,0.95,0.88,0.82,0.45383,0.45383,0.006,1,0.92,0.95,0.88,0.82,0.27974,0.27974,0,1
2846,0.92,0.95,0.88,0.82,0.24178,0.24178,0,1,0.92,0.95,0.88,0.82,0.43055,0.43055,0.016,1,0.92,0.95,0.88,0.82,0.20348,0.20348,0,1
2847,0.92,0.95,0.88,0.82,0.20368,0.20368,0,1,0.92,0.95,0.88,0.82,0.39112,0.39112,0.04,1,0.92,0.95,0.88,0.82,0.14435,0.14435,0.002,1
2848,0.92,0.95,0.88,0.82,0.15348,0.15348,0.001,1,0.92,0.95,0.88,0.82,0.28583,0.28583,0.07,1,0.92,0.95,0.88,0.82,0.1074,0.1074,0.005,1
2849,0.92,0.95,0.88,0.82,0.08977,0.08977,0.007,1,0.92,0.95,0.88,0.82,0.17851,0.17851,0.081,1,0.92,0.95,0.88,0.82,0.08641,0.08641,0.008,1
2850,0.92,0.95,0.88,0.82,0.05594,0.05594,0.01,1,0.92,0.95,0.88,0.82,0.08165,0.08165,0.071,1,0.92,0.95,0.88,0.82,0.05955,0.05955,0.024,1
2851,0.92,0.95,0.88,0.82,0.01848,0.01848,0.01,1,0.92,0.95,0.88,0.82,0.02065,0.02065,0.06,1,0.92,0.95,0.88,0.82,0.01533,0.01533,0.042,1
2852,0.92,0.95,0.88,0.82,0,0,0.007,1,0.92,0.95,0.88,0.82,0,0,0.059,1,0.92,0.95,0.88,0.82,0,0,0.046,1
2853,0.92,0.95,0.88,0.82,0,0,0.01,1,0.92,0.95,0.88,0.82,0,0,0.065,1,0.92,0.95,0.88,0.82,0,0,0.04,1
2854,0.92,0.95,0.88,0.82,0,0,0.024,1,0.92,0.95,0.88,0.82,0,0,0.079,1,0.92,0.95,0.88,0.82,0,0,0.038,1
2855,0.92,0.95,0.88,0.82,0,0,0.052,1,0.92,0.95,0.88,0.82,0,0,0.096,1,0.92,0.95,0.88,0.82,0,0,0.034,1
2856,0.92,0.95,0.88,0.82,0,0,0.088,1,0.92,0.95,0.88,0.82,0,0,0.106,1,0.92,0.95,0.88,0.82,0,0,0.033,1
2857,0.92,0.95,0.88,0.82,0,0,0.117,1,0.92,0.95,0.88,0.82,0,0,0.085,1,0.92,0.95,0.88,0.82,0,0,0.034,1
2858,0.92,0.95,0.88,0.82,0,0,0.127,1,0.92,0.95,0.88,0.82,0,0,0.058,1,0.92,0.95,0.88,0.82,0,0,0.034,1
2859,0.92,0.95,0.88,0.82,0,0,0.142,1,0.92,0.95,0.88,0.82,0,0,0.027,1,0.92,0.95,0.88,0.82,0,0,0.022,1
2860,0.92,0.95,0.88,0.82,0,0,0.106,1,0.92,0.95,0.88,0.82,0,0,0.01,1,0.92,0.95,0.88,0.82,0,0,0.011,1
2861,0.92,0.95,0.88,0.82,0,0,0.057,1,0.92,0.95,0.88,0.82,0,0,0.004,1,0.92,0.95,0.88,0.82,0,0,0.002,1
2862,0.92,0.95,0.88,0.82,0.01719,0.01719,0.03,1,0.92,0.95,0.88,0.82,0.01509,0.01509,0.002,1,0.92,0.95,0.88,0.82,0.01694,0.01694,0.001,1
2863,0.92,0.95,0.88,0.82,0.09296,0.09296,0.018,1,0.92,0.95,0.88,0.82,0.08571,0.08571,0.002,1,0.92,0.95,0.88,0.82,0.08704,0.08704,0.001,1
2864,0.92,0.95,0.88,0.82,0.19816,0.19816,0.009,1,0.92,0.95,0.88,0.82,0.20509,0.20509,0.001,1,0.92,0.95,0.88,0.82,0.20214,0.20214,0,1
2865,0.92,0.95,0.88,0.82,0.52877,0.52877,0.006,1,0.92,0.95,0.88,0.82,0.51738,0.51738,0.001,1,0.92,0.95,0.88,0.82,0.50323,0.50323,0,1
2866,0.92,0.95,0.88,0.82,0.70219,0.70219,0.006,1,0.92,0.95,0.88,0.82,0.67164,0.67164,0.001,1,0.92,0.95,0.88,0.82,0.71273,0.71273,0,1
2867,0.92,0.95,0.88,0.82,0.82425,0.82425,0.005,1,0.92,0.95,0.88,0.82,0.77199,0.77199,0.001,1,0.92,0.95,0.88,0.82,0.81668,0.81668,0,1
2868,0.92,0.95,0.88,0.82,0.86168,0.86168,0.005,1,0.92,0.95,0.88,0.82,0.77966,0.77966,0.001,1,0.92,0.95,0.88,0.82,0.86072,0.86072,0,1
2869,0.92,0.95,0.88,0.82,0.83797,0.83797,0.005,1,0.92,0.95,0.88,0.82,0.81668,0.81668,0.004,1,0.92,0.95,0.88,0.82,0.82117,0.82117,0,1
2870,0.92,0.95,0.88,0.82,0.76551,0.76551,0.003,1,0.92,0.95,0.88,0.82,0.76015,0.76015,0.005,1,0.92,0.95,0.88,0.82,0.75455,0.75455,0,1
2871,0.92,0.95,0.88,0.82,0.6716,0.6716,0.002,1,0.92,0.95,0.88,0.82,0.64864,0.64864,0.005,1,0.92,0.95,0.88,0.82,0.661,0.661,0,1
2872,0.92,0.95,0.88,0.82,0.47747,0.47747,0.001,1,0.92,0.95,0.88,0.82,0.47918,0.47918,0.006,1,0.92,0.95,0.88,0.82,0.52093,0.52093,0,1
2873,0.92,0.95,0.88,0.82,0.29156,0.29156,0.001,1,0.92,0.95,0.88,0.82,0.30055,0.30055,0.006,1,0.92,0.95,0.88,0.82,0.32646,0.32646,0,1
2874,0.92,0.95,0.88,0.82,0.12605,0.12605,0,1,0.92,0.95,0.88,0.82,0.13837,0.13837,0.005,1,0.92,0.95,0.88,0.82,0.12667,0.12667,0,1
2875,0.92,0.95,0.88,0.82,0.03013,0.03013,0,1,0.92,0.95,0.88,0.82,0.03259,0.03259,0.002,1,0.92,0.95,0.88,0.82,0.02908,0.02908,0,1
2876,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1
2877,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0,1
2878,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0.001,1,0.92,0.95,0.88,0.82,0,0,0,1
2879,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0.001,1,0.92,0.95,0.88,0.82,0,0,0.002,1
2880,0.92,0.95,0.88,0.82,0,0,0.002,1,0.92,0.95,0.88,0.82,0,0,0.002,1,0.92,0.95,0.88,0.82,0,0,0.009,1
2881,0.92,0.95,0.88,0.82,0,0,0.007,1,0.92,0.95,0.88,0.82,0,0,0.005,1,0.92,0.95,0.88,0.82,0,0,0.019,1
2882,0.92,0.95,0.88,0.82,0,0,0.021,1,0.92,0.95,0.88,0.82,0,0,0.013,1,0.92,0.95,0.88,0.82,0,0,0.028,1
2883,0.92,0.95,0.88,0.82,0,0,0.042,1,0.92,0.95,0.88,0.82,0,0,0.023,1,0.92,0.95,0.88,0.82,0,0,0.034,1
2884,0.92,0.95,0.88,0.82,0,0,0.05,1,0.92,0.95,0.88,0.82,0,0,0.028,1,0.92,0.95,0.88,0.82,0,0,0.024,1
2885,0.92,0.95,0.88,0.82,0,0,0.051,1,0.92,0.95,0.88,0.82,0,0,0.029,1,0.92,0.95,0.88,0.82,0,0,0.012,1
2886,0.92,0.95,0.88,0.82,0.01789,0.01789,0.044,1,0.92,0.95,0.88,0.82,0.01686,0.01686,0.027,1,0.92,0.95,0.88,0.82,0.01814,0.01814,0.005,1
2887,0.92,0.95,0.88,0.82,0.14031,0.14031,0.02,1,0.92,0.95,0.88,0.82,0.13087,0.13087,0.017,1,0.92,0.95,0.88,0.82,0.13909,0.13909,0.002,1
2888,0.92,0.95,0.88,0.82,0.19954,0.19954,0.008,1,0.92,0.95,0.88,0.82,0.19801,0.19801,0.01,1,0.92,0.95,0.88,0.82,0.20135,0.20135,0.002,1
2889,0.92,0.95,0.88,0.82,0.55057,0.55057,0.008,1,0.92,0.95,0.88,0.82,0.54104,0.54104,0.013,1,0.92,0.95,0.88,0.82,0.54716,0.54716,0.003,1
2890,0.92,0.95,0.88,0.82,0.69932,0.69932,0.005,1,0.92,0.95,0.88,0.82,0.69909,0.69909,0.01,1,0.92,0.95,0.88,0.82,0.69823,0.69823,0.002,1
2891,0.92,0.95,0.88,0.82,0.79822,0.79822,0.001,1,0.92,0.95,0.88,0.82,0.80073,0.80073,0.002,1,0.92,0.95,0.88,0.82,0.80359,0.80359,0.001,1
2892,0.92,0.95,0.88,0.82,0.84883,0.84883,0,1,0.92,0.95,0.88,0.82,0.84327,0.84327,0,1,0.92,0.95,0.88,0.82,0.85424,0.85424,0.001,1
2893,0.92,0.95,0.88,0.82,0.8478,0.8478,0,1,0.92,0.95,0.88,0.82,0.8408,0.8408,0.001,1,0.92,0.95,0.88,0.82,0.85321,0.85321,0.01,1
2894,0.92,0.95,0.88,0.82,0.81226,0.81226,0.002,1,0.92,0.95,0.88,0.82,0.81396,0.81396,0.003,1,0.92,0.95,0.88,0.82,0.80944,0.80944,0.03,1
2895,0.92,0.95,0.88,0.82,0.71257,0.71257,0.012,1,0.92,0.95,0.88,0.82,0.72699,0.72699,0.016,1,0.92,0.95,0.88,0.82,0.71533,0.71533,0.063,1
2896,0.92,0.95,0.88,0.82,0.55631,0.55631,0.066,1,0.92,0.95,0.88,0.82,0.57708,0.57708,0.06,1,0.92,0.95,0.88,0.82,0.5582,0.5582,0.118,1
2897,0.92,0.95,0.88,0.82,0.3537,0.3537,0.167,1,0.92,0.95,0.88,0.82,0.37038,0.37038,0.15,1,0.92,0.95,0.88,0.82,0.35347,0.35347,0.174,1
2898,0.92,0.95,0.88,0.82,0.12771,0.12771,0.295,1,0.92,0.95,0.88,0.82,0.14117,0.14117,0.303,1,0.92,0.95,0.88,0.82,0.12801,0.12801,0.23,1
2899,0.92,0.95,0.88,0.82,0.02543,0.02543,0.454,1,0.92,0.95,0.88,0.82,0.03,0.03,0.503,1,0.92,0.95,0.88,0.82,0.02724,0.02724,0.35,1
2900,0.92,0.95,0.88,0.82,0,0,0.566,1,0.92,0.95,0.88,0.82,0,0,0.637,1,0.92,0.95,0.88,0.82,0,0,0.404,1
2901,0.92,0.95,0.88,0.82,0,0,0.571,1,0.92,0.95,0.88,0.82,0,0,0.668,1,0.92,0.95,0.88,0.82,0,0,0.392,1
2902,0.92,0.95,0.88,0.82,0,0,0.59,1,0.92,0.95,0.88,0.82,0,0,0.676,1,0.92,0.95,0.88,0.82,0,0,0.412,1
2903,0.92,0.95,0.88,0.82,0,0,0.581,1,0.92,0.95,0.88,0.82,0,0,0.63,1,0.92,0.95,0.88,0.82,0,0,0.379,1
2904,0.92,0.95,0.88,0.82,0,0,0.54,1,0.92,0.95,0.88,0.82,0,0,0.549,1,0.92,0.95,0.88,0.82,0,0,0.332,1
2905,0.92,0.95,0.88,0.82,0,0,0.507,1,0.92,0.95,0.88,0.82,0,0,0.477,1,0.92,0.95,0.88,0.82,0,0,0.293,1
2906,0.92,0.95,0.88,0.82,0,0,0.503,1,0.92,0.95,0.88,0.82,0,0,0.446,1,0.92,0.95,0.88,0.82,0,0,0.274,1
2907,0.92,0.95,0.88,0.82,0,0,0.521,1,0.92,0.95,0.88,0.82,0,0,0.441,1,0.92,0.95,0.88,0.82,0,0,0.261,1
2908,0.92,0.95,0.88,0.82,0,0,0.532,1,0.92,0.95,0.88,0.82,0,0,0.443,1,0.92,0.95,0.88,0.82,0,0,0.253,1
2909,0.92,0.95,0.88,0.82,0,0,0.566,1,0.92,0.95,0.88,0.82,0,0,0.466,1,0.92,0.95,0.88,0.82,0,0,0.266,1
2910,0.92,0.95,0.88,0.82,0.02183,0.02183,0.591,1,0.92,0.95,0.88,0.82,0.01547,0.01547,0.501,1,0.92,0.95,0.88,0.82,0.01917,0.01917,0.252,1
2911,0.92,0.95,0.88,0.82,0.12879,0.12879,0.57,1,0.92,0.95,0.88,0.82,0.11664,0.11664,0.512,1,0.92,0.95,0.88,0.82,0.12422,0.12422,0.219,1
2912,0.92,0.95,0.88,0.82,0.18244,0.18244,0.537,1,0.92,0.95,0.88,0.82,0.17949,0.17949,0.537,1,0.92,0.95,0.88,0.82,0.18855,0.18855,0.241,1
2913,0.92,0.95,0.88,0.82,0.53169,0.53169,0.525,1,0.92,0.95,0.88,0.82,0.51337,0.51337,0.582,1,0.92,0.95,0.88,0.82,0.5215,0.5215,0.353,1
2914,0.92,0.95,0.88,0.82,0.69079,0.69079,0.576,1,0.92,0.95,0.88,0.82,0.6917,0.6917,0.667,1,0.92,0.95,0.88,0.82,0.68132,0.68132,0.436,1
2915,0.92,0.95,0.88,0.82,0.80299,0.80299,0.615,1,0.92,0.95,0.88,0.82,0.80523,0.80523,0.715,1,0.92,0.95,0.88,0.82,0.79518,0.79518,0.483,1
2916,0.92,0.95,0.88,0.82,0.86354,0.86354,0.618,1,0.92,0.95,0.88,0.82,0.86069,0.86069,0.716,1,0.92,0.95,0.88,0.82,0.85625,0.85625,0.506,1
2917,0.92,0.95,0.88,0.82,0.86481,0.86481,0.616,1,0.92,0.95,0.88,0.82,0.86526,0.86526,0.724,1,0.92,0.95,0.88,0.82,0.85441,0.85441,0.517,1
2918,0.92,0.95,0.88,0.82,0.81424,0.81424,0.64,1,0.92,0.95,0.88,0.82,0.82153,0.82153,0.727,1,0.92,0.95,0.88,0.82,0.79909,0.79909,0.544,1
2919,0.92,0.95,0.88,0.82,0.70684,0.70684,0.673,1,0.92,0.95,0.88,0.82,0.72022,0.72022,0.712,1,0.92,0.95,0.88,0.82,0.69545,0.69545,0.555,1
2920,0.92,0.95,0.88,0.82,0.54192,0.54192,0.682,1,0.92,0.95,0.88,0.82,0.55987,0.55987,0.693,1,0.92,0.95,0.88,0.82,0.5361,0.5361,0.522,1
2921,0.92,0.95,0.88,0.82,0.33792,0.33792,0.724,1,0.92,0.95,0.88,0.82,0.34904,0.34904,0.672,1,0.92,0.95,0.88,0.82,0.33536,0.33536,0.407,1
